parent_metro_region,state_code,region_type,region,median_sale_price,median_ppsf,median_sale_price_cagr,median_ppsf_cagr
"Barnstable Town, MA",MA,place,"West Yarmouth, MA",455000.0,414.8542429792429,0.08325775903223365,0.07537020911082903
"Mount Vernon, WA",WA,place,"Edison, WA",615000.0,464.1509433962264,0.06668095158311615,0.12597870655289212
"Gulfport, MS",MS,place,"Gautier, MS",220000.0,120.6896551724138,0.09472054172771127,0.08355869733591348
"Madera, CA",CA,place,"North Fork, CA",330000.0,212.05007824726133,0.08276140546587318,0.06713757476131876
"Centralia, WA",WA,place,"Winlock, WA",379500.0,246.11398963730568,0.1404103780279291,0.1420294088906977
"Poughkeepsie, NY",NY,place,"Wappinger, NY",450000.0,212.8667941227015,0.07115617555252651,0.04439832463260496
"Carbondale, IL",IL,place,"Herrin, IL",92450.0,68.6728896103896,0.026389509782852816,0.010718077913878465
"Ogden, UT",UT,place,"West Bountiful, UT",451346.0,215.43961813842483,0.06564160923497453,0.0789117487918034
"Nassau County, NY",NY,place,"New Hyde Park, NY",892500.0,497.5400439448461,0.0648786680336062,0.047488545928445314
"Minneapolis, MN",MN,place,"Hanover, MN",404900.0,173.84769539078155,0.04939931605074288,0.04274892997713087
"Warren, MI",MI,place,"Sylvan Lake, MI",275000.0,239.5470383275261,0.05532388045839021,0.06670581424142452
"Fairmont, MN",MN,place,"Fairmont, MN",146400.0,89.36642768079801,0.02909232309890797,0.020344653309288807
"Riverside, CA",CA,place,"Ontario, CA",662500.0,429.1167502589704,0.07820943749318854,0.06894985836635326
"Richmond, VA",VA,place,"Prince George, VA",296120.0,174.92992846525453,0.013442495013849642,0.025697372052041256
"Fayetteville, AR",AR,place,"Bella Vista, AR",332000.0,198.2167352537723,0.08894885611438674,0.10885522788516311
"Indianapolis, IN",IN,place,"Pittsboro, IN",320000.0,148.0888672523089,0.06848050690430574,0.09626989223426374
"Ogden, UT",UT,place,"Kaysville, UT",549800.0,220.72072072072072,0.07611845853849109,0.08834968895291184
"Boston, MA",MA,place,"Amesbury Town, MA",691000.0,323.2224038032982,0.07221651659505701,0.05978964740455717
"Grand Rapids, MI",MI,place,"Lakeview, MI",127500.0,97.78372953810864,0.006923142059345189,0.07026934840834209
"Sterling, IL",IL,place,"Prophetstown, IL",100000.0,85.47008547008545,-0.022067231457071457,-0.004642818221428202
"Philadelphia, PA",PA,place,"Prospect Park, PA",365000.0,173.8095238095238,0.08266489321623682,0.03898751104304776
"Atlanta, GA",GA,place,"Ball Ground, GA",465000.0,199.0632318501171,0.1540450962016593,0.1517822354382088
"Fort Worth, TX",TX,place,"Springtown, TX",320000.0,192.97297297297297,0.10305884858678449,0.08387985329390246
"Orlando, FL",FL,place,"Oak Ridge, FL",286177.5,191.9251968503937,0.12263686028814114,0.12793172776171002
"Minneapolis, MN",MN,place,"Mayer, MN",372543.5,250.3090584415584,0.06038002969670875,0.06930214291188008
"Worcester, MA",MA,place,"Hopedale, MA",589950.0,301.88148788927333,0.09806088393739865,0.0589670313204087
"Worcester, MA",MA,place,"Hopedale, MA",589950.0,301.88148788927333,0.09806088393739865,0.0589670313204087
"Frederick, MD",MD,place,"Calverton, MD",554500.0,211.56415828435647,0.04131403498744479,0.012682143128140977
"Nassau County, NY",NY,place,"West Hempstead, NY",680000.0,517.1725239616612,0.05716902677373592,0.0778182358526569
"The Villages, FL",FL,place,"The Villages, FL",390000.0,251.1498833117011,0.0612610714848989,0.051773008194877956
"Heber, UT",UT,place,"Summit Park, UT",1507500.0,400.84388185654007,0.10633914420010115,0.08530681077967506
"Chicago, IL",IL,place,"Lincolnwood, IL",487500.0,212.17997293640053,0.013457540753560426,0.01767495626360427
"Rochester, NY",NY,place,"Penn Yan, NY",208750.0,136.70349012713973,0.1013514693770372,0.07716911606137833
"La Grande, OR",OR,place,"Union, OR",151000.0,182.3671497584541,-0.005149134065917993,0.057919123382719206
"Frederick, MD",MD,place,"Ballenger Creek, MD",625000.0,204.75961203717665,0.08360798987594209,0.03170513224371496
"Montgomery County, PA",PA,place,"Penndel, PA",415750.0,246.36918952254035,0.07864805488995619,0.04591730085517165
"Youngstown, OH",OH,place,"West Hill, OH",23500.0,37.66025641025641,0.024205882612988505,0.04569475321621863
"Los Angeles, CA",CA,place,"Lennox, CA",667500.0,629.5130926350594,0.09272746171675728,0.07660415465026782
"Opelousas, LA",LA,place,"Arnaudville, LA",165000.0,120.6140350877193,0.13874673044960195,0.0792636050120894
"Heber, UT",UT,place,"East Basin, UT",3175000.0,629.9448715258569,0.11877252176895103,0.04231680060285181
"Greenville, SC",SC,place,"Laurens, SC",177000.0,140.33264033264032,0.1811167974149237,0.2018125169101761
"Boston, MA",MA,place,"Essex, MA",907000.0,323.92857142857144,0.08015861103326394,0.07291744680423573
"Pittsburgh, PA",PA,place,"Edgewood, PA",396250.0,163.13110125050423,0.060607415914025964,0.047549081698876616
"Camden, NJ",NJ,place,"Leisuretowne, NJ",282450.0,236.58839618421547,0.05847878920724736,0.07547457875531127
"Longview, WA",WA,place,"Woodland, WA",967500.0,220.8610421398417,0.21325556995408856,0.08232724602740338
"Baltimore, MD",MD,place,"Rossville, MD",543000.0,157.57399883923387,0.05499628458528316,0.013193013543277177
"Washington, DC",MD,place,"Summerfield, MD",330000.0,208.51850355526824,0.058725833834361696,0.10034274043701608
"New Orleans, LA",LA,place,"Westwego, LA",246500.0,150.65240047603652,0.1847312224159139,0.17234680998939433
"Cincinnati, OH",OH,place,"Skyline Acres, OH",219500.0,140.3934519226873,0.19040898208896495,0.1428540241446261
"North Port, FL",FL,place,"Old Miakka, FL",935000.0,454.54545454545456,0.14238230054879542,0.18347936594968317
"Portland, OR",WA,place,"Salmon Creek, WA",555000.0,276.9573835480674,0.08567344680913536,0.08893450311979123
"Ocean City, NJ",NJ,place,"North Cape May, NJ",826750.0,449.30160372478014,0.1630841395195084,0.13372832309780658
"Richmond, VA",VA,place,"Powhatan, VA",363000.0,240.32216160041568,0.07601256258484534,0.10003987962656335
"Chicago, IL",IL,place,"Forest Park, IL",260000.0,212.69296740994852,0.053563562630259964,0.05101853260137412
"Elgin, IL",IL,place,"Aurora, IL",315000.0,190.225718821906,0.09273611876606114,0.07937601887608703
"Portland, OR",OR,place,"Estacada, OR",519000.0,306.0739589807334,0.08879113030556796,0.10526727958325988
"Washington, DC",VA,place,"Ashburn, VA",942500.0,237.77334072818823,0.04287202044593674,0.024454281420270618
"Hilo, HI",HI,place,"Captain Cook, HI",664500.0,670.5208333333333,0.06499893216823605,0.06828415034036883
"Honolulu, HI",HI,place,"Royal Kunia, HI",1033500.0,655.1456004327441,0.062248687893415644,0.052802011594250686
"Anaheim, CA",CA,place,"Yorba Linda, CA",1255000.0,620.6129473478529,0.031651042660211015,0.07138662030444132
"Pittsburgh, PA",PA,place,"McGovern, PA",366100.0,180.25751072961373,0.03382502863162218,0.03209876566926595
"Yuba City, CA",CA,place,"Olivehurst, CA",422500.0,256.501504731662,0.16854023531402484,0.1362840909750731
"Cleveland, OH",OH,place,"Garfield Heights, OH",139149.0,110.208193247346,0.17602008648906864,0.17346608933374852
"Charlotte, NC",SC,place,"Chester, SC",203000.0,127.39079530854988,0.2608011730832882,0.20507645393845064
"Boston, MA",MA,place,"Weston, MA",2100000.0,582.9841501184187,0.06772487941337668,0.06583541994333464
"Riverside, CA",CA,place,"Upland, CA",800000.0,391.0402429764616,0.04875334694188682,0.056190228599097836
"Cape Girardeau, MO",MO,place,"Oak Ridge, MO",165000.0,128.4046692607004,0.032357862679155636,0.11916013013539528
"Adrian, MI",MI,place,"Cement City, MI",155000.0,152.70935960591132,0.016192011943133133,0.04842367298207617
"Tampa, FL",FL,place,"St. Petersburg, FL",410000.0,325.87548638132296,0.1204327905591358,0.12231033521448453
"Kankakee, IL",IL,place,"Bradley, IL",189000.0,151.92897811298434,0.10593553360371977,0.09537357766994292
"San Diego, CA",CA,place,"Alpine, CA",945000.0,452.37282348924555,0.051311726121021195,0.08036804098447581
"Miami, FL",FL,place,"Sunny Isles Beach, FL",1500000.0,764.367816091954,0.10553591780423055,0.10035491035118538
"Fort Worth, TX",TX,place,"River Oaks, TX",213500.0,156.6397652237711,0.12039388749099,0.10897895644953848
"Nassau County, NY",NY,place,"North Amityville, NY",515000.0,323.0654761904762,0.09385257483059939,
"Philadelphia, PA",PA,place,"Parkside, PA",274900.0,168.3404776484997,0.20959250824894382,0.18519795190790567
"San Diego, CA",CA,place,"Pine Valley, CA",628500.0,466.2824415534032,0.07729859800458261,0.09328653042429247
"St. Louis, MO",MO,place,"Overland, MO",139450.0,140.1147700718283,0.05982068501990656,0.09598057060861942
"Jackson, TN",TN,place,"Milan, TN",131000.0,129.71885485223902,0.0294482555083162,0.08691736412703377
"Birmingham, AL",AL,place,"Pelham, AL",389900.0,167.9837518463811,0.07731269871438728,0.06501181295454894
"Houston, TX",TX,place,"El Lago, TX",296500.0,118.23438127722594,0.03764374852390806,0.04381172985389159
"Hannibal, MO",MO,place,"Palmyra, MO",212000.0,124.2672919109027,0.07485495688022437,0.030561142326458013
"Memphis, TN",TN,place,"Atoka, TN",359000.0,170.45454545454547,0.07388599371083204,0.05715055569978622
"Bloomington, IL",IL,place,"Chenoa, IL",81750.0,42.019512241484186,0.06512321485443451,0.07029069262014809
"Boston, MA",MA,place,"Walpole, MA",697500.0,418.1654676258993,0.08447177119769855,0.06541372644067933
"Boston, MA",MA,place,"Walpole, MA",676250.0,405.3080184145075,0.08112163513731296,0.06209164095330122
"Baltimore, MD",MD,place,"Lansdowne, MD",287750.0,232.75927663783705,0.040694611430737826,0.07688021346766472
"Santa Cruz, CA",CA,place,"Pleasure Point, CA",2200000.0,1718.6693088332431,0.07754312841649069,0.09422819003260074
"Los Angeles, CA",CA,place,"Arcadia, CA",1652500.0,757.4782143735946,0.008525699897552252,0.033390843680171534
"Elgin, IL",IL,place,"Montgomery, IL",380000.0,154.2207792207792,0.07262329392488676,0.05187650233416008
"Toledo, OH",OH,place,"Weston, OH",102600.0,58.229284903518725,0.044317538125770106,0.013039352710823016
"Springfield, MA",MA,place,"Deerfield, MA",325000.0,217.5368139223561,0.038850465339547835,0.062314504329219256
"Lakeland, FL",FL,place,"Fussels Corner, FL",257500.0,189.94044013729047,0.1816899704266821,0.1804905301463786
"Gadsden, AL",AL,place,"Hokes Bluff, AL",201450.0,125.74266866138788,0.023464163510553027,0.057608206819591334
"Brunswick, GA",GA,place,"St. Simons, GA",1150350.0,366.8471454880295,0.12381467012685943,0.07994993404271877
"Cortland, NY",NY,place,"Homer, NY",128000.0,130.53613053613054,-0.019745162121020177,0.0810732507105465
"Richmond, VA",VA,place,"Innsbrook, VA",466000.0,216.64342166434216,0.04060080592886539,0.05241193627340657
"Boston, MA",MA,place,"Dover, MA",1956500.0,321.36503889742824,0.06730358463919428,0.016681750149094343
"Boston, MA",MA,place,"Dover, MA",1956500.0,345.73416186368,0.06730358463919428,0.02414015484036791
"Minneapolis, MN",MN,place,"St. Michael, MN",449945.5,179.27070910501652,0.07589577287239901,0.05413372141655981
"Detroit, MI",MI,place,"Belleville, MI",217000.0,195.79554822753505,0.04476270720180442,0.07219084558115063
"Albany, NY",NY,place,"Scotia, NY",219500.0,160.0133428491637,0.09264377174547755,0.05948661558753199
"Lancaster, PA",PA,place,"Mount Joy, PA",375000.0,154.61465271170314,0.04410404535817114,0.02918915328472549
"New Orleans, LA",LA,place,"Timberlane, LA",335000.0,194.880073800738,0.09179363267039609,0.09631016378592427
"San Diego, CA",CA,place,"Escondido, CA",825000.0,501.34553283100104,0.07242519663852454,0.08299722186699987
"Baton Rouge, LA",LA,place,"Walker, LA",281750.0,162.04967416980463,0.05065179009433596,0.04789874063348343
"Minneapolis, MN",MN,place,"Bloomington, MN",370000.0,180.635838150289,0.05398709666989254,0.04486310569203078
"Price, UT",UT,place,"Price, UT",290500.0,134.20672268725872,0.06940440408960202,0.08614074489953749
"Nassau County, NY",NY,place,"Hempstead, NY",571500.0,362.88232244686367,0.11524812202594026,0.09713381081699768
"Oklahoma City, OK",OK,place,"Slaughterville, OK",152500.0,109.82059645852748,0.0016542970372304122,0.024564091937569144
"Hagerstown, MD",MD,place,"St. James, MD",471000.0,141.72810179117516,0.056086544217641254,0.020033885864231937
"Washington, DC",MD,place,"Westphalia, MD",700000.0,187.2463585329292,0.12929653055832535,0.06814412073061793
"New Bern, NC",NC,place,"River Bend, NC",285000.0,166.66666666666666,0.018829171830617053,0.03689461547883899
"Orlando, FL",FL,place,"Astor, FL",174500.0,161.49754027997886,-0.00028608229875615176,0.06686586756457902
"Austin, TX",TX,place,"Shady Hollow, TX",540000.0,266.1391087047064,0.04446684368216691,0.08101633318306001
"Buffalo, NY",NY,place,"Clarence, NY",502000.0,203.6758193091231,0.062417743917745794,0.061885937532643265
"Salt Lake City, UT",UT,place,"Stansbury Park, UT",536200.0,169.581605729363,0.08599017136874898,0.08012348045067763
"Kapaa, HI",HI,place,"Wailua Homesteads, HI",1675000.0,561.3270777479893,0.10360454252768814,0.049234729752594575
"Rochelle, IL",IL,place,"Oregon, IL",149000.0,113.23260073260072,0.08649389702781529,0.053315666953625884
"Rochelle, IL",IL,place,"Davis Junction, IL",219500.0,106.93184358639868,0.05217035013548221,0.034923472770865605
"Pittsburgh, PA",PA,place,"Etna, PA",134250.0,97.53129013091063,0.2097299416550391,0.1818273795895773
"Burlington, VT",VT,place,"Hinesburg, VT",322500.0,219.08967391304347,-0.008149612203181444,0.022108557685732055
"Atlanta, GA",GA,place,"Fairfield Plantation, GA",382500.0,172.9505731413488,0.11141941703979863,0.13269972036867594
"Atlanta, GA",GA,place,"Madison, GA",338000.0,173.7779033625318,0.0833749762545537,0.09028718878807851
"Miami, FL",FL,place,"Miami Gardens, FL",480000.0,355.4119547657512,0.15359758898465792,0.16562700024315502
"Lakeland, FL",FL,place,"Inwood, FL",224950.0,206.47773279352228,0.310990286361007,0.33353508923885244
"Ashtabula, OH",OH,place,"Geneva-on-the-Lake, OH",216300.0,171.14024278933917,0.07142722626252129,0.06388520247343221
"Atlanta, GA",GA,place,"Fairburn, GA",298000.0,153.12821638669348,0.10275856688221774,0.09742131883957339
"Winchester, VA",WV,place,"Romney, WV",129250.0,135.77331759149942,0.00578944127745995,0.037623490723336594
"Worcester, MA",MA,place,"Oakham, MA",356000.0,142.28617106314948,0.03188420451824103,0.003634103993949589
"St. Louis, MO",IL,place,"Dupo, IL",145000.0,103.1390134529148,0.025311591876215678,0.046708789720387056
"Rochester, NY",NY,place,"Hilton, NY",201000.0,136.52912621359224,0.04948790349792498,0.05765367017229539
"New Ulm, MN",MN,place,"Sleepy Eye, MN",94500.0,83.57471776589422,0.023380304557162335,0.0525737787414684
"Albany, NY",NY,place,"Fulton, NY",275000.0,210.2623456790124,0.12068872384564933,0.14350977538117804
"Indianapolis, IN",IN,place,"Fillmore, IN",300000.0,145.4898157129001,0.1479353509866801,0.09983759968633654
"Amarillo, TX",TX,place,"Panhandle, TX",430000.0,238.2271468144044,0.2079682232127773,0.15208472992123778
"Coos Bay, OR",OR,place,"Bunker Hill, OR",447500.0,219.36274509803923,0.16763456685852285,0.07371936335592055
"Los Angeles, CA",CA,place,"Agoura Hills, CA",1360000.0,586.965904186448,0.06260022015054512,0.0690482590776964
"Washington, DC",MD,place,"Fairwood, MD",600000.0,186.60584698320548,0.03150148464027125,0.04739209020826829
"Elgin, IL",IL,place,"Pingree Grove, IL",379500.0,176.7724388750998,0.06172394864691144,0.07891641745184774
"Louisville, KY",IN,place,"Lanesville, IN",184900.0,113.29656862745098,0.024605990929827737,0.02257900951371261
"Boston, MA",MA,place,"Chelmsford, MA",575333.0,369.8722259583053,0.061752323950482246,0.06878903853021612
"Louisville, KY",KY,place,"Pioneer Village, KY",410000.0,117.54587155963304,0.14703072614255142,0.04242899382721088
"Ann Arbor, MI",MI,place,"Chelsea, MI",330000.0,192.6721415034744,0.05937631874707794,0.05684861045381373
"Pittsburgh, PA",PA,place,"Monongahela, PA",169900.0,117.93661496965612,0.09303431275591612,0.06849750497283469
"Orlando, FL",FL,place,"Lady Lake, FL",232000.0,207.50426378624215,0.047044249701890806,0.07769471815872997
"Salinas, CA",CA,place,"Pacific Grove, CA",1361500.0,933.2018787663949,0.05467807479053399,0.05748844772010919
"Los Angeles, CA",CA,place,"East Los Angeles, CA",670000.0,648.4149855907781,0.09116814049630562,0.09960301169197017
"Ashtabula, OH",OH,place,"Ashtabula, OH",93250.0,71.449602014295,0.15278052848269064,0.1340056454740024
"Bakersfield, CA",CA,place,"Ford City, CA",129000.0,107.32113144758736,0.0247710161468897,0.014268794748016678
"Tampa, FL",FL,place,"Oldsmar, FL",425250.0,276.18183849947343,0.09285017804843299,0.08887002081837658
"Beaumont, TX",TX,place,"Orange, TX",179900.0,97.77173913043478,-0.030374032438909015,0.030789929692536244
"Jackson, TN",TN,place,"Jackson, TN",238700.0,127.15234311846086,0.0875753992621846,0.0808681524006658
"Punta Gorda, FL",FL,place,"Rotonda, FL",465000.0,258.5522710978205,0.09051242736153409,0.10606861358561637
"Portland, OR",OR,place,"Beaverton, OR",644750.0,277.999046590218,0.07923828729732518,0.054049192738112595
"Charlotte, NC",NC,place,"Mooresville, NC",445000.0,186.21561808409737,0.08545142708649678,0.0762285113877339
"Red Wing, MN",MN,place,"Wanamingo, MN",133800.0,114.35897435897436,-0.00953283912675551,0.05832774720183109
"Traverse City, MI",MI,place,"Northport, MI",450000.0,321.42857142857144,0.05741027950785926,0.06946859899794888
"Morehead City, NC",NC,place,"Pine Knoll Shores, NC",635000.0,273.19690851714074,0.029863776294407396,0.05022454080168992
"Harrisonburg, VA",VA,place,"Timberville, VA",290450.0,188.41133291261167,0.05196994766751439,0.04740714721168793
"Houston, TX",TX,place,"Sweeny, TX",145000.0,129.46428571428572,0.03785528268287153,0.09380798847514482
"Reading, PA",PA,place,"Blandon, PA",245000.0,172.67493356953057,0.02988876756256964,0.07582118847595698
"Oklahoma City, OK",OK,place,"Lexington, OK",372500.0,110.01362230320198,0.12471592307298218,0.0435517617580885
"Philadelphia, PA",PA,place,"Drexel Hill, PA",382500.0,169.47648624667258,0.08937601078526725,0.05571563018539738
"Tampa, FL",FL,place,"West Lealman, FL",262500.0,222.9745818203465,0.12203168608982051,0.13309240563542502
